Unnamed: 0,images_path,masks_path
20204,d:\s3_dataset_entire\S3_entire-dataset\1703774297_3d67f6f4d2404805b17ac03fb8f6d230\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1703774297_3d67f6f4d2404805b17ac03fb8f6d230\mask\mask.png
20212,d:\s3_dataset_entire\S3_entire-dataset\1704803885_06ce4e9143f04b50932f53f157eb1720\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1704803885_06ce4e9143f04b50932f53f157eb1720\mask\mask.png
20216,d:\s3_dataset_entire\S3_entire-dataset\1710941091_caee88e1d90841459e73bf26875c6dfa\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1710941091_caee88e1d90841459e73bf26875c6dfa\mask\mask.png
20219,d:\s3_dataset_entire\S3_entire-dataset\1693418410_a548d07e182c4edc9c6087257082c610\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1693418410_a548d07e182c4edc9c6087257082c610\mask\mask.png
20230,d:\s3_dataset_entire\S3_entire-dataset\1702382755_2d840d8c352f4eaab16ecca5c598aa76\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702382755_2d840d8c352f4eaab16ecca5c598aa76\mask\mask.png
20231,d:\s3_dataset_entire\S3_entire-dataset\1705482582_8fb60ab9a6eb48d188e3f34394033b57\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1705482582_8fb60ab9a6eb48d188e3f34394033b57\mask\mask.png
20235,d:\s3_dataset_entire\S3_entire-dataset\1708081678_082a0f112249487e8e3b29fde2997183\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1708081678_082a0f112249487e8e3b29fde2997183\mask\mask.png
20236,d:\s3_dataset_entire\S3_entire-dataset\1702111011_6369cce44cf84c638c38526f86dd1d80\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702111011_6369cce44cf84c638c38526f86dd1d80\mask\mask.png
20239,d:\s3_dataset_entire\S3_entire-dataset\1701337491_72ed299d2a1d409b94567423e2d4376b\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1701337491_72ed299d2a1d409b94567423e2d4376b\mask\mask.png
20243,d:\s3_dataset_entire\S3_entire-dataset\1713173186_c2c51c9aa29545899d3c2531995af3c4\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1713173186_c2c51c9aa29545899d3c2531995af3c4\mask\mask.png
20245,d:\s3_dataset_entire\S3_entire-dataset\1707745564_04ea70d0d05e45ba83a9c31faf358058\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1707745564_04ea70d0d05e45ba83a9c31faf358058\mask\mask.png
20249,d:\s3_dataset_entire\S3_entire-dataset\1703059935_3824ba1baf6e4813932995edc155eb26\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1703059935_3824ba1baf6e4813932995edc155eb26\mask\mask.png
20255,d:\s3_dataset_entire\S3_entire-dataset\1710491777_8b24b598327e42a3b7e9d33b457c2776\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1710491777_8b24b598327e42a3b7e9d33b457c2776\mask\mask.png
20265,d:\s3_dataset_entire\S3_entire-dataset\1712740707_2070f91df41d44658085e50d341ac7fe\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1712740707_2070f91df41d44658085e50d341ac7fe\mask\mask.png
20269,d:\s3_dataset_entire\S3_entire-dataset\1703932454_0702b67a05e2452abc5d582b1e9c0eca\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1703932454_0702b67a05e2452abc5d582b1e9c0eca\mask\mask.png
20270,d:\s3_dataset_entire\S3_entire-dataset\1702380487_2954aafba56f4a8e97f210dbe23c8642\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702380487_2954aafba56f4a8e97f210dbe23c8642\mask\mask.png
20275,d:\s3_dataset_entire\S3_entire-dataset\1706521112_c9dfc298dfde4aa1ae9bbe2fc62119d1\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1706521112_c9dfc298dfde4aa1ae9bbe2fc62119d1\mask\mask.png
20281,d:\s3_dataset_entire\S3_entire-dataset\1707393626_390cce6bfd0745fdbeb9f64a4611028e\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1707393626_390cce6bfd0745fdbeb9f64a4611028e\mask\mask.png
20284,d:\s3_dataset_entire\S3_entire-dataset\1697391838_e917994a069946ce9ef03ee9e87d2e86\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1697391838_e917994a069946ce9ef03ee9e87d2e86\mask\mask.png
20293,d:\s3_dataset_entire\S3_entire-dataset\1692709795_c951028064844754930735f056ddad88\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1692709795_c951028064844754930735f056ddad88\mask\mask.png
20296,d:\s3_dataset_entire\S3_entire-dataset\1712152450_46278532f0d14dec8c0f54fec76e4ddc\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1712152450_46278532f0d14dec8c0f54fec76e4ddc\mask\mask.png
20297,d:\s3_dataset_entire\S3_entire-dataset\1709641937_6883d26110224258b394784744e4bc0b\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1709641937_6883d26110224258b394784744e4bc0b\mask\mask.png
20303,d:\s3_dataset_entire\S3_entire-dataset\1697453198_c4f2d96245db4aaf8442fd9e1bca3c94\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1697453198_c4f2d96245db4aaf8442fd9e1bca3c94\mask\mask.png
20304,d:\s3_dataset_entire\S3_entire-dataset\1697781686_5e1c167b59e1451f8dff7c01584b00a8\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1697781686_5e1c167b59e1451f8dff7c01584b00a8\mask\mask.png
20306,d:\s3_dataset_entire\S3_entire-dataset\1699724031_47ee978b17804bf7b077b5574467225d\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1699724031_47ee978b17804bf7b077b5574467225d\mask\mask.png
20309,d:\s3_dataset_entire\S3_entire-dataset\1698648351_67811dfa47434fab8e32b15c2a7505d3\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1698648351_67811dfa47434fab8e32b15c2a7505d3\mask\mask.png
20310,d:\s3_dataset_entire\S3_entire-dataset\1697441534_a894e451af714d398ed4e439c6d90c99\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1697441534_a894e451af714d398ed4e439c6d90c99\mask\mask.png
20316,d:\s3_dataset_entire\S3_entire-dataset\1709734676_50898a39ff7b464fbbf1e435cb062818\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1709734676_50898a39ff7b464fbbf1e435cb062818\mask\mask.png
20317,d:\s3_dataset_entire\S3_entire-dataset\1697624760_b7b02947e81a46d6962defef6d158922\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1697624760_b7b02947e81a46d6962defef6d158922\mask\mask.png
20319,d:\s3_dataset_entire\S3_entire-dataset\1707206722_10621e0af8e944cf83691da8a5a98ac2\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1707206722_10621e0af8e944cf83691da8a5a98ac2\mask\mask.png
20321,d:\s3_dataset_entire\S3_entire-dataset\1705574697_9cf1de3f152a420e801f42d013184dcf\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1705574697_9cf1de3f152a420e801f42d013184dcf\mask\mask.png
20330,d:\s3_dataset_entire\S3_entire-dataset\1706866740_40d434a781c64977bf9b142474094dc6\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1706866740_40d434a781c64977bf9b142474094dc6\mask\mask.png
20335,d:\s3_dataset_entire\S3_entire-dataset\1688401209_9324861c7aee45caa60ec89b8eaa00b5\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1688401209_9324861c7aee45caa60ec89b8eaa00b5\mask\mask.png
20339,d:\s3_dataset_entire\S3_entire-dataset\1709023615_02db26244b414674bddb6b4fbbe209a1\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1709023615_02db26244b414674bddb6b4fbbe209a1\mask\mask.png
20346,d:\s3_dataset_entire\S3_entire-dataset\1710317872_796c7a8859934f67a02bb6657c58e829\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1710317872_796c7a8859934f67a02bb6657c58e829\mask\mask.png
20347,d:\s3_dataset_entire\S3_entire-dataset\1705472096_5e2d1706ad284c23b0fa40693ca990b8\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1705472096_5e2d1706ad284c23b0fa40693ca990b8\mask\mask.png
20352,d:\s3_dataset_entire\S3_entire-dataset\1704268707_d528b9ff9a56469480e4d2511c0e285b\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1704268707_d528b9ff9a56469480e4d2511c0e285b\mask\mask.png
20353,d:\s3_dataset_entire\S3_entire-dataset\1713970892_b43d4696a7c345b89f358979f2767d9d\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1713970892_b43d4696a7c345b89f358979f2767d9d\mask\mask.png
20360,d:\s3_dataset_entire\S3_entire-dataset\1706085428_b5ce2948dce7461abc8872f46d13df20\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1706085428_b5ce2948dce7461abc8872f46d13df20\mask\mask.png
20361,d:\s3_dataset_entire\S3_entire-dataset\1701075546_aa83ff5fc83f4d95828af3623e649f55\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1701075546_aa83ff5fc83f4d95828af3623e649f55\mask\mask.png
20369,d:\s3_dataset_entire\S3_entire-dataset\1703661091_f7acb3733428438981d8e1515aac05d9\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1703661091_f7acb3733428438981d8e1515aac05d9\mask\mask.png
20373,d:\s3_dataset_entire\S3_entire-dataset\1706012799_18f67d37facb44158cfc1e551e35dd6d\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1706012799_18f67d37facb44158cfc1e551e35dd6d\mask\mask.png
20377,d:\s3_dataset_entire\S3_entire-dataset\1690898503_3e1b5004f93f44d7bd30a26181ec8a1d\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1690898503_3e1b5004f93f44d7bd30a26181ec8a1d\mask\mask.png
20382,d:\s3_dataset_entire\S3_entire-dataset\1700594742_e434aa0cd1b341d48baeb5f047cbee18\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1700594742_e434aa0cd1b341d48baeb5f047cbee18\mask\mask.png
20387,d:\s3_dataset_entire\S3_entire-dataset\1714464030_7881596ebd9145bfb4b40949ef0ff486\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1714464030_7881596ebd9145bfb4b40949ef0ff486\mask\mask.png
20390,d:\s3_dataset_entire\S3_entire-dataset\1710930216_b5ac5b2f4c77475583bc335dcb95acb5\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1710930216_b5ac5b2f4c77475583bc335dcb95acb5\mask\mask.png
20394,d:\s3_dataset_entire\S3_entire-dataset\1709294636_b2ff7dd8fc74421581cd73c742ded33f\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1709294636_b2ff7dd8fc74421581cd73c742ded33f\mask\mask.png
20396,d:\s3_dataset_entire\S3_entire-dataset\1700827552_05020d6125664b12954a31245f5f1cb8\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1700827552_05020d6125664b12954a31245f5f1cb8\mask\mask.png
20399,d:\s3_dataset_entire\S3_entire-dataset\1707122774_2fc87b6422984585b0219e983ac92680\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1707122774_2fc87b6422984585b0219e983ac92680\mask\mask.png
20401,d:\s3_dataset_entire\S3_entire-dataset\1708933089_4044fe38955f4355850ce57f4b99cc6d\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1708933089_4044fe38955f4355850ce57f4b99cc6d\mask\mask.png
20404,d:\s3_dataset_entire\S3_entire-dataset\1701765070_8bc137d894034e42a00331683f15eb33\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1701765070_8bc137d894034e42a00331683f15eb33\mask\mask.png
20407,d:\s3_dataset_entire\S3_entire-dataset\1692974383_2eeb045cb92d4519aef11f657037117d\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1692974383_2eeb045cb92d4519aef11f657037117d\mask\mask.png
20408,d:\s3_dataset_entire\S3_entire-dataset\1702978306_a3d05d4d84464dce85e110600fd4c0c0\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702978306_a3d05d4d84464dce85e110600fd4c0c0\mask\mask.png
20409,d:\s3_dataset_entire\S3_entire-dataset\1706528702_06c84fffc39b488a963ef39f6cfd0bfa\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1706528702_06c84fffc39b488a963ef39f6cfd0bfa\mask\mask.png
20410,d:\s3_dataset_entire\S3_entire-dataset\1707306409_4be04ae504514bf78a5924755d009a60\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1707306409_4be04ae504514bf78a5924755d009a60\mask\mask.png
20413,d:\s3_dataset_entire\S3_entire-dataset\1702960048_c32a1b157fc744daa4a2feb471fe6068\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702960048_c32a1b157fc744daa4a2feb471fe6068\mask\mask.png
20415,d:\s3_dataset_entire\S3_entire-dataset\1695308132_2afafc0c478f409cb038f7b3b0a6479a\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1695308132_2afafc0c478f409cb038f7b3b0a6479a\mask\mask.png
20416,d:\s3_dataset_entire\S3_entire-dataset\1702985690_390bc6bc85df42f0896af53ce98afb13\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702985690_390bc6bc85df42f0896af53ce98afb13\mask\mask.png
20417,d:\s3_dataset_entire\S3_entire-dataset\1704188280_1f1f53700b8244f4b6109f0f92f21f1c\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1704188280_1f1f53700b8244f4b6109f0f92f21f1c\mask\mask.png
20424,d:\s3_dataset_entire\S3_entire-dataset\1704373633_2382326695984e07bc9864868cb954fa\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1704373633_2382326695984e07bc9864868cb954fa\mask\mask.png
20426,d:\s3_dataset_entire\S3_entire-dataset\1708958594_e569d501c5cb42d99e4ac76acff3dfa7\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1708958594_e569d501c5cb42d99e4ac76acff3dfa7\mask\mask.png
20435,d:\s3_dataset_entire\S3_entire-dataset\1707384593_38ff258d7d6e4326914bfc705e0842be\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1707384593_38ff258d7d6e4326914bfc705e0842be\mask\mask.png
20436,d:\s3_dataset_entire\S3_entire-dataset\1702995834_0a38e8184a64456f928c908f052bbc1c\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702995834_0a38e8184a64456f928c908f052bbc1c\mask\mask.png
20437,d:\s3_dataset_entire\S3_entire-dataset\1707210879_a5f1965093a3403a93c55ec05abc5e1e\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1707210879_a5f1965093a3403a93c55ec05abc5e1e\mask\mask.png
20438,d:\s3_dataset_entire\S3_entire-dataset\1707825661_c7b00f00472145f4b3c0564f6eb46be5\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1707825661_c7b00f00472145f4b3c0564f6eb46be5\mask\mask.png
20440,d:\s3_dataset_entire\S3_entire-dataset\1707375781_1da4aa7c6c7340c8ae9a309d74ad8b99\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1707375781_1da4aa7c6c7340c8ae9a309d74ad8b99\mask\mask.png
20444,d:\s3_dataset_entire\S3_entire-dataset\1706615201_31e1ba6d8c044dcc9093e0128ab90304\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1706615201_31e1ba6d8c044dcc9093e0128ab90304\mask\mask.png
20445,d:\s3_dataset_entire\S3_entire-dataset\1710572462_ec106ae109464287af5f19a0de7540de\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1710572462_ec106ae109464287af5f19a0de7540de\mask\mask.png
20448,d:\s3_dataset_entire\S3_entire-dataset\1706091266_a61b0d4dd3a5470cbdf30fc2837e8134\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1706091266_a61b0d4dd3a5470cbdf30fc2837e8134\mask\mask.png
20450,d:\s3_dataset_entire\S3_entire-dataset\1705456968_940b1837f857400ca9ec4e4a42dccc9e\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1705456968_940b1837f857400ca9ec4e4a42dccc9e\mask\mask.png
20455,d:\s3_dataset_entire\S3_entire-dataset\1697098239_7a54bd5597224d008ccb380861ffc606\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1697098239_7a54bd5597224d008ccb380861ffc606\mask\mask.png
20457,d:\s3_dataset_entire\S3_entire-dataset\1697462419_a0c442a1fa0744f384bbc437003b39a4\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1697462419_a0c442a1fa0744f384bbc437003b39a4\mask\mask.png
20465,d:\s3_dataset_entire\S3_entire-dataset\1704359145_d87a9a579de04f5f86950f57e071ca1f\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1704359145_d87a9a579de04f5f86950f57e071ca1f\mask\mask.png
20469,d:\s3_dataset_entire\S3_entire-dataset\1709637746_ebc484cf92a8481aab9b9cd6d01eeb5a\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1709637746_ebc484cf92a8481aab9b9cd6d01eeb5a\mask\mask.png
20475,d:\s3_dataset_entire\S3_entire-dataset\1701422369_a425a58cec1d4e0aa03f5766dc233f8a\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1701422369_a425a58cec1d4e0aa03f5766dc233f8a\mask\mask.png
20480,d:\s3_dataset_entire\S3_entire-dataset\1707122296_f9108de959474e4ebb3827e71b76264f\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1707122296_f9108de959474e4ebb3827e71b76264f\mask\mask.png
20483,d:\s3_dataset_entire\S3_entire-dataset\1706871068_475fe3ccaf00429dbc2044edf9dc8e94\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1706871068_475fe3ccaf00429dbc2044edf9dc8e94\mask\mask.png
20485,d:\s3_dataset_entire\S3_entire-dataset\1707764124_b38ae421b62542d88d351314b4750e46\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1707764124_b38ae421b62542d88d351314b4750e46\mask\mask.png
20486,d:\s3_dataset_entire\S3_entire-dataset\1693087219_37dcbde67de246e5be071c7d112d847c\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1693087219_37dcbde67de246e5be071c7d112d847c\mask\mask.png
20487,d:\s3_dataset_entire\S3_entire-dataset\1702488631_4732390bec3e4e8982595b2f63f0fdd3\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702488631_4732390bec3e4e8982595b2f63f0fdd3\mask\mask.png
20492,d:\s3_dataset_entire\S3_entire-dataset\1698929685_f03e1c2e24ff4a2f8f965f73fce83c4c\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1698929685_f03e1c2e24ff4a2f8f965f73fce83c4c\mask\mask.png
20495,d:\s3_dataset_entire\S3_entire-dataset\1693031876_c3891bcbaff94a3f9dc5267ba640e459\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1693031876_c3891bcbaff94a3f9dc5267ba640e459\mask\mask.png
20503,d:\s3_dataset_entire\S3_entire-dataset\1706615319_08da6a14915748dfaaa72994193efec3\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1706615319_08da6a14915748dfaaa72994193efec3\mask\mask.png
20504,d:\s3_dataset_entire\S3_entire-dataset\1705650739_7774905fc22b497bb3c5f5fb98f9dc47\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1705650739_7774905fc22b497bb3c5f5fb98f9dc47\mask\mask.png
20505,d:\s3_dataset_entire\S3_entire-dataset\1700924535_a5ca730aafe74caaae8742477be79858\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1700924535_a5ca730aafe74caaae8742477be79858\mask\mask.png
20507,d:\s3_dataset_entire\S3_entire-dataset\1700741434_f5eeeeb518c3401f83a866ea2f809479\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1700741434_f5eeeeb518c3401f83a866ea2f809479\mask\mask.png
20508,d:\s3_dataset_entire\S3_entire-dataset\1707222308_46ef88da3765460ba834d8d9419a2edf\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1707222308_46ef88da3765460ba834d8d9419a2edf\mask\mask.png
20512,d:\s3_dataset_entire\S3_entire-dataset\1702540949_3fd1bf7e6bdd48fb884d1a05fa21e5ae\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702540949_3fd1bf7e6bdd48fb884d1a05fa21e5ae\mask\mask.png
20518,d:\s3_dataset_entire\S3_entire-dataset\1707221027_5769e891b0f147b483f9b7fbb297cbbe\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1707221027_5769e891b0f147b483f9b7fbb297cbbe\mask\mask.png
20523,d:\s3_dataset_entire\S3_entire-dataset\1702988491_fb712285b00341718895fc5e24e59311\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702988491_fb712285b00341718895fc5e24e59311\mask\mask.png
20525,d:\s3_dataset_entire\S3_entire-dataset\1705661259_bfb593ad10544d42919eaaa1b2b5277d\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1705661259_bfb593ad10544d42919eaaa1b2b5277d\mask\mask.png
20526,d:\s3_dataset_entire\S3_entire-dataset\1704560642_8423ad8fbe454068b12490b3d7774d8d\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1704560642_8423ad8fbe454068b12490b3d7774d8d\mask\mask.png
20527,d:\s3_dataset_entire\S3_entire-dataset\1706523215_0e3a161e722e4a2b90516d7ac7bb355b\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1706523215_0e3a161e722e4a2b90516d7ac7bb355b\mask\mask.png
20530,d:\s3_dataset_entire\S3_entire-dataset\1699873778_6efab34f03344600a9217f55c2b5f43e\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1699873778_6efab34f03344600a9217f55c2b5f43e\mask\mask.png
20536,d:\s3_dataset_entire\S3_entire-dataset\1706534678_122dd6c182734b20bac6c86d86fb9c16\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1706534678_122dd6c182734b20bac6c86d86fb9c16\mask\mask.png
20539,d:\s3_dataset_entire\S3_entire-dataset\1700121708_23a211483fda461dbf4d894050f2a426\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1700121708_23a211483fda461dbf4d894050f2a426\mask\mask.png
20543,d:\s3_dataset_entire\S3_entire-dataset\1703080656_10bec54f6ab64d829399a74568b93980\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1703080656_10bec54f6ab64d829399a74568b93980\mask\mask.png
20544,d:\s3_dataset_entire\S3_entire-dataset\1710574814_1c9833223efe4c089bd6c1b193544584\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1710574814_1c9833223efe4c089bd6c1b193544584\mask\mask.png
20554,d:\s3_dataset_entire\S3_entire-dataset\1701364936_d7c429cec79d45e7a638d0e1d3d684c6\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1701364936_d7c429cec79d45e7a638d0e1d3d684c6\mask\mask.png
20555,d:\s3_dataset_entire\S3_entire-dataset\1712302871_a4c3eb8d843244c2b9e2bf55cdd3b1ab\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1712302871_a4c3eb8d843244c2b9e2bf55cdd3b1ab\mask\mask.png
20559,d:\s3_dataset_entire\S3_entire-dataset\1702316593_406377509f894333b9b24e6a6e4c7454\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702316593_406377509f894333b9b24e6a6e4c7454\mask\mask.png
20561,d:\s3_dataset_entire\S3_entire-dataset\1713517970_121e7765814b4d1cb2d0fa641178ba3a\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1713517970_121e7765814b4d1cb2d0fa641178ba3a\mask\mask.png
20562,d:\s3_dataset_entire\S3_entire-dataset\1708335795_7e6c4ca9265d48cab9977d944f660e62\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1708335795_7e6c4ca9265d48cab9977d944f660e62\mask\mask.png
20566,d:\s3_dataset_entire\S3_entire-dataset\1707824263_0c993cdfd57a4bb3a39d3ee10025893c\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1707824263_0c993cdfd57a4bb3a39d3ee10025893c\mask\mask.png
20567,d:\s3_dataset_entire\S3_entire-dataset\1697462595_c0a86925947e4f6f9c59f335655721d5\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1697462595_c0a86925947e4f6f9c59f335655721d5\mask\mask.png
20568,d:\s3_dataset_entire\S3_entire-dataset\1711007845_ed7f4d977d44401c903c56c82c30aa7a\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1711007845_ed7f4d977d44401c903c56c82c30aa7a\mask\mask.png
20583,d:\s3_dataset_entire\S3_entire-dataset\1706882721_2dee7cdf26e442f6b75044dc98080cd8\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1706882721_2dee7cdf26e442f6b75044dc98080cd8\mask\mask.png
20584,d:\s3_dataset_entire\S3_entire-dataset\1702554913_29ccd401bfae47deb9d3ce8ccbcf007f\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702554913_29ccd401bfae47deb9d3ce8ccbcf007f\mask\mask.png
20588,d:\s3_dataset_entire\S3_entire-dataset\1702895856_8daeed73f8bf475f890f8e6a4fc3047e\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702895856_8daeed73f8bf475f890f8e6a4fc3047e\mask\mask.png
20591,d:\s3_dataset_entire\S3_entire-dataset\1708517672_e9dc610a073444018c271502c21fb47d\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1708517672_e9dc610a073444018c271502c21fb47d\mask\mask.png
20595,d:\s3_dataset_entire\S3_entire-dataset\1711105533_843f39fbfe2441049e82a2eae29bff59\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1711105533_843f39fbfe2441049e82a2eae29bff59\mask\mask.png
20596,d:\s3_dataset_entire\S3_entire-dataset\1690290265_2853d1679fc94da2a171c972efa20c18\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1690290265_2853d1679fc94da2a171c972efa20c18\mask\mask.png
20599,d:\s3_dataset_entire\S3_entire-dataset\1705910221_6048515060c7472e91385de4b3ee2529\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1705910221_6048515060c7472e91385de4b3ee2529\mask\mask.png
20606,d:\s3_dataset_entire\S3_entire-dataset\1693025534_d0d6bcc372a04c3682ba57b6845dced0\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1693025534_d0d6bcc372a04c3682ba57b6845dced0\mask\mask.png
20618,d:\s3_dataset_entire\S3_entire-dataset\1692887288_34cdf88bd5a54b94ada1001b51f2a38d\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1692887288_34cdf88bd5a54b94ada1001b51f2a38d\mask\mask.png
20623,d:\s3_dataset_entire\S3_entire-dataset\1709744778_dd162d2d998d4f50a2e116603222c442\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1709744778_dd162d2d998d4f50a2e116603222c442\mask\mask.png
20628,d:\s3_dataset_entire\S3_entire-dataset\1705652163_aa5d156ad3bd47ec9b7075aebfd8dece\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1705652163_aa5d156ad3bd47ec9b7075aebfd8dece\mask\mask.png
